NOR00589	1124.1265
NOR00590	1138.1531
NOR00591	1124.1265
NOR00592	1110.0999
NOR00593	1190.163
NOR00594	1204.1896
NOR00595	980.9428
NOR00596	932.07275
NOR00597	946.0993
NOR00598	1014.0888
NOR00599	750.9848
NOR00601	733.63354
NOR00602	686.63306
NOR00603	641.5382
NOR00604	594.5377
NOR00605	550.08673
NOR00606	627.5116
NOR00607	580.51117
NOR00608	536.0601
NOR00609	657.5376
NOR00610	609.5292
NOR00611	565.0782
NOR00612	657.5376
NOR00613	609.5292
NOR00614	565.0782
NOR00615	643.51105
NOR00618	656.52966
NOR00619	609.5292
NOR00620	565.0782
NOR00621	985.2166
NOR00622	575.56946
NOR00623	526.6245
NOR00624	414.498
NOR00625	823.0561
NOR00626	572.4383
NOR00627	529.71625
NOR00632	529.71625
NOR00633	685.69006
NOR00634	701.68945
NOR00635	685.69006
NOR00636	669.6907
NOR00637	541.5184
NOR00638	668.7059
NOR00639	652.7065
NOR00640	540.53357
NOR00641	524.5342
NOR00642	793.98846
NOR00643	891.10364
NOR00645	716.94745
NOR00646	655.8231
NOR00647	641.7965
NOR00648	637.8509
NOR00651	1126.214
NOR00655	1276.4811
NOR00657	1467.7933
NOR00658	1111.3219
NOR00659	740.88116
NOR00660	1528.4396
NOR00661	2355.3022
NOR00662	2540.0388
NOR00663	500.45804
NOR00664	604.70166
NOR00665	754.87463
NOR00666	796.91455
NOR00667	738.87524
NOR00668	780.91516
NOR00669	5033.7524
NOR00670	323.28265
NOR00672	879.01013
NOR00676	866.9579
NOR00677	852.93134
NOR00678	852.93134
NOR00679	823.89
NOR00683	1435.227
NOR00713	826.0285
NOR00715	1658.7601
NOR00717	1672.7867
NOR00728	964.28674
NOR00729	980.32916
NOR00730	990.32404
NOR00731	1006.3665
NOR00735	425.5622
NOR00736	439.58875
NOR00737	439.58875
NOR00738	473.60498
NOR00739	467.64194
NOR00744	718.8392
NOR00745	1509.746
NOR00762	2369.3289
NOR00769	627.76996
NOR00770	669.8497
NOR00771	669.8497
NOR00772	683.8762
NOR00776	1045.1857
NOR00777	1045.1857
NOR00778	1059.2124
NOR00779	1059.2124
NOR00780	1035.148
NOR00781	1035.148
NOR00782	1049.1744
NOR00783	1049.1744
NOR00784	1071.2263
NOR00785	1071.2263
NOR00786	1085.2529
NOR00787	1085.2529
NOR00788	1099.2794
NOR00789	1029.1466
NOR00790	1057.1997
NOR00791	1057.1997
NOR00792	1057.1997
NOR00793	1071.2263
NOR00794	1071.2263
NOR00795	1085.2529
NOR00796	1058.1844
NOR00797	1072.211
NOR00798	1086.2378
NOR00799	1185.329
NOR00800	1185.329
NOR00801	1199.3556
NOR00804	613.74817
NOR00805	611.7323
NOR00806	933.0807
NOR00807	877.0571
NOR00810	702.9209
NOR00816	924.09045
NOR00817	1009.15515
NOR00818	500.45804
NOR00819	486.47455
NOR00820	485.44342
NOR00821	399.3542
NOR00822	399.3542
NOR00823	385.37067
NOR00824	838.9893
NOR00825	773.95575
NOR00840	1711.7529
NOR00841	1697.7263
NOR00842	1682.6919
NOR00844	2554.0654
NOR00845	2568.092
NOR00846	1173.4009
NOR00861	1207.7585
NOR00862	1251.8112
NOR00863	1235.8118
NOR00875	1959.3296
NOR00876	2005.4409
NOR00880	1182.3203
NOR00882	1154.4359
NOR00883	1168.4626
NOR00884	1140.4093
NOR00885	1154.4359
NOR00886	1168.4626
NOR00906	1168.0815
NOR00907	1150.0664
NOR00908	1184.081
NOR00909	1166.0657
NOR00937	1622.9482
NOR00945	1642.9346
NOR00977	1187.5138
NOR00978	1229.5505
NOR01020	1325.6378
NOR01023	1909.2327
NOR01028	589.76654
NOR01029	1910.262
NOR01056	1203.4767
NOR01057	1203.4767
NOR01062	1158.4147
NOR01063	1189.4501
NOR01064	1189.4501
NOR01065	1175.4236
NOR01066	1203.4767
NOR01067	1219.4761
NOR01081	1900.8558
NOR01107	623.7827
NOR01108	593.7568
NOR01109	625.79865
NOR01110	639.78217
NOR01112	609.75616
NOR01113	609.75616
NOR01114	810.93286
NOR01115	824.9594
NOR01116	824.9594
NOR01117	853.01256
NOR01118	853.01263
NOR01119	855.93036
NOR01120	869.9569
NOR01121	869.9569
NOR01122	883.9835
NOR01123	883.9835
NOR01124	898.01013
NOR01125	912.0367
NOR01132	986.57
NOR01133	958.5
NOR01134	727.4126
NOR01135	753.4364
NOR01136	697.38
NOR01137	711.39
NOR01138	725.41
NOR01139	727.39
NOR01140	750.4
NOR01141	565.57466
NOR01144	948.4587
NOR01145	901.446
NOR01146	1704
NOR01147	1718
NOR01148	1732
NOR01156	905.4232
NOR01157	875.4135
NOR01158	875.3791
NOR01159	840.4477
NOR01160	855.4477
NOR01173	990.5165
NOR01254	488.53
NOR01255	1295
NOR01256	1281
NOR01257	1267
NOR01265	1476.8115432
NOR01267	739.463247
NOR01268	725.91776
NOR01269	725.91776
NOR01270	711.89118
NOR01271	607.394499
NOR01353	1334.35042
NOR01354	753.97092
